# milliseconds,radio_intensity
90276.09,8.23
90280.55,8.03
90285.01,8.24
90289.47,7.99
90293.93,7.57
90298.39,7.05
90302.85,6.95
90307.30,6.59
90311.76,6.52
90316.22,6.34
90320.68,6.23
90325.14,5.80
90329.60,5.70
90334.06,5.80
90338.51,5.73
90342.97,5.73
90347.43,5.65
90351.89,5.40
90356.35,5.32
90360.81,5.07
90365.27,5.42
90369.72,5.16
90374.18,5.78
90378.64,5.79
90383.10,6.26
90387.56,6.44
90392.02,6.54
90396.47,5.79
90400.93,5.70
90405.39,6.24
90409.85,6.40
90414.31,6.52
90418.77,5.93
90423.23,5.81
90427.68,5.39
90432.14,5.04
90436.60,5.60
90441.06,5.76
90445.52,5.99
90449.98,5.72
90454.44,6.31
90458.89,7.07
90463.35,7.58
90467.81,7.36
90472.27,7.26
90476.73,6.98
90481.19,6.91
90485.65,6.51
90490.10,6.33
90494.56,6.46
90499.02,5.87
90503.48,5.71
90507.94,4.68
90512.40,3.78
90516.85,3.07
90521.31,3.37
90525.77,3.67
90530.23,4.06
90534.69,4.44
90539.15,3.81
90543.61,4.21
90548.06,4.42
90552.52,3.98
90556.98,3.90
90561.44,3.93
90565.90,3.20
90570.36,3.06
90574.82,2.32
90579.27,1.61
90583.73,1.62
90588.19,1.25
90592.65,0.46
90597.11,0.52
90601.57,-0.20
90606.03,-0.32
90610.48,-0.69
90614.94,-0.77
90619.40,-0.45
90623.86,-0.18
90628.32,0.06
90632.78,-0.36
90637.23,-0.24
90641.69,-0.26
90646.15,-0.35
90650.61,-0.04
90655.07,0.04
90659.53,-0.05
90663.99,-0.21
90668.44,-0.42
90672.90,-0.12
90677.36,0.12
90681.82,-0.16
90686.28,-0.42
90690.74,-0.03
90695.20,-0.31
90699.65,-0.42
90704.11,-0.39
90708.57,-0.79
90713.03,-0.84
90717.49,-0.84
90721.95,-0.85
90726.41,-0.85
90730.86,-0.59
90735.32,-0.53
90739.78,-0.36
90744.24,0.00
90748.70,0.46
90753.16,0.25
90757.61,0.20
90762.07,0.04
90766.53,0.34
90770.99,0.49
90775.45,0.40
90779.91,0.17
90784.37,0.41
90788.82,0.44
90793.28,0.57
90797.74,0.31
90802.20,0.10
90806.66,-0.01
90811.12,-0.52
90815.58,-0.82
90820.03,-0.48
90824.49,0.14
90828.95,0.09
90833.41,0.02
90837.87,0.27
90842.33,-0.08
90846.79,-0.26
90851.24,-0.57
90855.70,-0.65
90860.16,-0.62
90864.62,-0.91
90869.08,-1.47
90873.54,-1.54
90877.99,-1.01
90882.45,-0.27
90886.91,-0.39
90891.37,-0.21
90895.83,-0.32
90900.29,-0.05
90904.75,-0.06
90909.20,0.24
90913.66,0.40
90918.12,0.60
90922.58,0.15
90927.04,0.71
90931.50,0.44
90935.96,0.60
90940.41,0.78
90944.87,0.72
90949.33,0.85
90953.79,0.16
90958.25,-0.18
90962.71,-0.54
90967.17,-0.36
90971.62,-0.31
90976.08,-0.37
90980.54,-0.51
90985.00,-0.74
90989.46,-0.92
90993.92,-1.33
90998.37,-0.53
91002.83,-0.76
91007.29,-0.82
91011.75,-0.70
91016.21,-1.10
91020.67,-1.03
91025.13,-1.37
91029.58,-1.15
91034.04,-0.81
91038.50,-1.03
91042.96,-1.04
91047.42,-0.91
91051.88,-1.00
91056.34,-1.14
91060.79,-1.08
91065.25,-0.98
91069.71,-0.67
91074.17,-0.64
91078.63,-0.75
91083.09,-0.18
91087.55,-0.23
91092.00,-0.45
91096.46,-0.03
91100.92,-0.08
91105.38,-0.42
91109.84,-0.57
91114.30,-0.47
91118.75,-0.27
91123.21,-0.22
91127.67,-0.35
91132.13,-0.52
91136.59,-0.33
91141.05,-0.59
91145.51,-0.86
91149.96,-0.44
91154.42,-0.80
91158.88,-0.71
91163.34,-1.06
91167.80,-0.80
91172.26,-0.71
91176.72,-0.78
91181.17,-0.62
91185.63,-0.57
91190.09,-0.84
91194.55,-1.01
91199.01,-0.57
91203.47,-0.68
91207.93,-0.98
91212.38,-0.85
91216.84,-0.81
91221.30,0.30
91225.76,0.13
91230.22,-0.14
91234.68,0.06
91239.13,-0.13
91243.59,0.33
91248.05,-0.21
91252.51,-0.58
91256.97,-0.67
91261.43,-0.98
91265.89,-1.05
91270.34,-0.61
91274.80,-0.56
91279.26,-0.44
91283.72,0.01
91288.18,0.32
91292.64,0.96
91297.10,0.82
91301.55,0.31
91306.01,1.23
91310.47,1.85
91314.93,2.01
91319.39,1.35
91323.85,1.19
91328.31,0.92
91332.76,1.62
91337.22,2.33
91341.68,2.64
91346.14,2.55
91350.60,3.41
91355.06,3.35
91359.51,3.84
91363.97,4.35
91368.43,5.33
91372.89,6.10
91377.35,7.02
91381.81,7.55
91386.27,7.65
91390.72,8.03
91395.18,8.48
91399.64,8.81
91404.10,9.23
91408.56,9.66
91413.02,9.88
91417.48,10.28
91421.93,11.14
91426.39,11.23
91430.85,10.76
91435.31,11.11
91439.77,10.93
91444.23,10.92
91448.69,10.28
91453.14,10.66
91457.60,10.28
91462.06,10.57
91466.52,10.76
91470.98,11.00
91475.44,11.01
91479.89,11.15
91484.35,11.45
91488.81,11.51
91493.27,11.79
91497.73,11.60
91502.19,12.01
91506.65,12.19
91511.10,12.13
91515.56,12.14
91520.02,11.79
91524.48,11.34
91528.94,10.90
91533.40,10.88
91537.86,10.17
91542.31,10.25
91546.77,9.85
91551.23,9.48
91555.69,8.64
91560.15,8.39
91564.61,7.66
91569.07,7.43
91573.52,6.70
91577.98,6.33
91582.44,5.57
91586.90,4.87
91591.36,4.76
91595.82,4.08
91600.28,3.92
91604.73,3.55
91609.19,2.94
91613.65,2.34
91618.11,2.02
91622.57,2.02
91627.03,2.08
91631.48,1.63
91635.94,1.21
91640.40,1.28
91644.86,0.91
91649.32,1.30
91653.78,0.71
91658.24,1.13
91662.69,0.74
91667.15,0.73
91671.61,0.53
91676.07,0.65
91680.53,0.53
91684.99,0.72
91689.45,0.69
91693.90,0.61
91698.36,0.23
91702.82,0.13
91707.28,0.39
91711.74,0.22
91716.20,-0.01
91720.66,-0.06
91725.11,0.02
91729.57,0.25
91734.03,0.34
91738.49,0.62
91742.95,0.76
91747.41,0.80
91751.86,0.72
91756.32,0.80
91760.78,1.07
91765.24,0.75
91769.70,0.96
91774.16,0.65
91778.62,0.70
91783.07,0.66
91787.53,0.77
91791.99,0.27
91796.45,0.39
91800.91,0.23
91805.37,0.20
91809.83,0.35
91814.28,0.17
91818.74,-0.10
91823.20,0.38
91827.66,-0.20
91832.12,0.07
91836.58,0.12
91841.04,-0.22
91845.49,-0.38
91849.95,-0.03
91854.41,-0.42
91858.87,-0.68
91863.33,-0.77
91867.79,-0.69
91872.24,-0.45
91876.70,-0.57
91881.16,-0.44
91885.62,-0.32
91890.08,-0.24
91894.54,0.06
91899.00,-0.09
91903.45,-0.04
91907.91,0.03
91912.37,-0.03
91916.83,0.00
91921.29,-0.07
91925.75,0.10
91930.21,0.28
91934.66,0.02
91939.12,0.31
91943.58,0.11
91948.04,-0.25
91952.50,0.06
91956.96,0.07
91961.42,-0.27
91965.87,0.14
91970.33,0.20
91974.79,-0.25
91979.25,-0.16
91983.71,-0.25
91988.17,-0.24
91992.62,-0.02
91997.08,-0.25
92001.54,-0.04
92006.00,-0.07
92010.46,-0.45
92014.92,-0.28
92019.38,0.06
92023.83,-0.02
92028.29,-0.24
92032.75,-0.32
92037.21,0.00
92041.67,-0.53
92046.13,-0.58
92050.59,-0.31
92055.04,-0.46
92059.50,-0.21
92063.96,-0.45
92068.42,-0.51
92072.88,-0.37
92077.34,-0.59
92081.80,-0.09
92086.25,-0.46
92090.71,-0.19
92095.17,-0.09
92099.63,-0.08
92104.09,0.04
92108.55,0.29
92113.00,0.12
92117.46,0.37
92121.92,-0.08
92126.38,-1.01
92130.84,0.64
92135.30,1.21
92139.76,0.89
92144.21,0.75
92148.67,0.26
92153.13,0.10
92157.59,0.49
92162.05,0.21
92166.51,0.00
92170.97,-0.05
92175.42,0.33
92179.88,0.43
92184.34,0.32
92188.80,0.05
92193.26,0.45
92197.72,0.27
92202.18,0.21
92206.63,0.11
92211.09,0.37
92215.55,0.16
92220.01,0.09
92224.47,0.24
92228.93,0.08
92233.38,0.07
92237.84,0.38
92242.30,-0.01
92246.76,0.22
92251.22,0.04
92255.68,0.24
92260.14,-0.05
92264.59,-0.12
92269.05,0.04
92273.51,0.15
92277.97,0.17
92282.43,-0.21
92286.89,0.18
92291.35,-0.30
92295.80,-0.59
92300.26,-0.19
92304.72,-0.53
92309.18,-0.54
92313.64,-0.30
92318.10,-0.32
92322.56,-0.13
92327.01,0.00
92331.47,0.55
92335.93,1.23
92340.39,0.84
92344.85,0.48
92349.31,0.01
92353.76,-0.01
92358.22,-0.21
92362.68,0.09
92367.14,-0.18
92371.60,0.07
92376.06,-0.29
92380.52,-0.15
92384.97,-0.31
92389.43,-0.46
92393.89,-0.52
92398.35,-0.68
92402.81,-0.88
92407.27,-0.58
92411.73,-0.83
92416.18,-1.07
92420.64,-1.01
92425.10,-1.01
92429.56,-1.47
92434.02,-1.64
92438.48,-1.21
92442.94,-0.97
92447.39,-1.14
92451.85,-0.77
92456.31,-0.81
92460.77,-0.24
92465.23,-0.11
92469.69,-0.74
92474.14,-0.89
92478.60,-0.71
92483.06,-0.81
92487.52,-0.78
92491.98,-0.62
92496.44,-0.47
92500.90,-0.32
92505.35,-0.39
92509.81,-0.27
92514.27,-0.68
92518.73,-0.53
92523.19,-0.78
92527.65,-1.04
92532.11,-0.93
92536.56,-0.66
92541.02,-0.86
92545.48,-0.78
92549.94,-1.17
92554.40,-0.77
92558.86,-0.77
92563.32,-1.03
92567.77,-1.12
92572.23,-0.30
92576.69,0.27
92581.15,0.66
92585.61,0.77
92590.07,0.97
92594.52,1.24
92598.98,1.56
92603.44,1.22
92607.90,0.83
92612.36,0.45
92616.82,0.91
92621.28,0.98
92625.73,0.69
92630.19,1.10
92634.65,1.26
92639.11,1.54
92643.57,1.50
92648.03,1.40
92652.49,1.71
92656.94,1.81
92661.40,2.37
92665.86,2.30
92670.32,2.48
92674.78,1.86
92679.24,2.45
92683.70,3.15
92688.15,4.16
92692.61,5.41
92697.07,6.59
92701.53,7.02
92705.99,8.18
92710.45,8.40
92714.90,10.05
92719.36,11.80
92723.82,14.36
92728.28,14.83
92732.74,15.27
92737.20,15.68
92741.66,16.54
92746.11,16.93
92750.57,16.99
92755.03,16.75
92759.49,17.34
92763.95,16.95
92768.41,17.13
92772.87,16.86
92777.32,16.67
92781.78,16.47
92786.24,16.21
92790.70,16.26
92795.16,16.68
92799.62,17.04
92804.08,17.96
92808.53,18.20
92812.99,18.48
92817.45,18.97
92821.91,19.75
92826.37,20.50
92830.83,20.73
92835.28,20.79
92839.74,20.88
92844.20,21.42
92848.66,21.59
92853.12,21.98
92857.58,22.25
92862.04,22.58
92866.49,23.57
92870.95,24.14
92875.41,24.90
92879.87,24.90
92884.33,25.56
92888.79,25.66
92893.25,24.59
92897.70,22.45
92902.16,21.97
92906.62,22.15
92911.08,21.34
92915.54,20.70
92920.00,20.11
92924.46,20.05
92928.91,19.53
92933.37,19.35
92937.83,19.06
92942.29,19.17
92946.75,19.08
92951.21,18.89
92955.66,18.98
92960.12,19.12
92964.58,19.30
92969.04,19.47
92973.50,19.60
92977.96,19.64
92982.42,19.65
92986.87,19.44
92991.33,18.82
92995.79,19.18
93000.25,18.89
93004.71,19.33
93009.17,19.48
93013.63,19.05
93018.08,19.46
93022.54,19.40
93027.00,19.27
93031.46,18.67
93035.92,18.00
93040.38,17.58
93044.84,17.20
93049.29,16.91
93053.75,16.44
93058.21,15.91
93062.67,15.14
93067.13,14.24
93071.59,13.79
93076.04,13.27
93080.50,12.84
93084.96,12.98
93089.42,12.67
93093.88,12.44
93098.34,12.10
93102.80,11.76
93107.25,12.13
93111.71,12.04
93116.17,12.20
93120.63,12.27
93125.09,12.20
93129.55,12.03
93134.01,11.88
93138.46,12.09
93142.92,12.12
93147.38,12.64
93151.84,13.04
93156.30,13.13
93160.76,12.54
93165.22,11.68
93169.67,11.21
93174.13,11.12
93178.59,10.84
93183.05,10.75
93187.51,10.42
93191.97,10.08
93196.42,9.86
93200.88,9.83
93205.34,10.06
93209.80,9.48
93214.26,8.88
93218.72,9.03
93223.18,8.36
93227.63,7.94
93232.09,7.25
93236.55,6.52
93241.01,6.01
93245.47,5.38
93249.93,5.12
93254.39,4.94
93258.84,4.55
93263.30,3.68
93267.76,3.41
93272.22,2.97
93276.68,2.47
93281.14,1.43
93285.60,1.12
93290.05,1.12
93294.51,1.52
93298.97,1.43
93303.43,0.90
93307.89,1.23
93312.35,0.95
93316.80,0.56
93321.26,0.64
93325.72,1.52
93330.18,1.31
93334.64,0.62
93339.10,0.18
93343.56,0.01
93348.01,-0.16
93352.47,-0.05
93356.93,-0.30
93361.39,-0.06
93365.85,-0.13
93370.31,-0.13
93374.77,-0.38
93379.22,-0.02
93383.68,0.08
93388.14,-0.14
93392.60,-0.20
93397.06,0.07
93401.52,0.01
93405.98,0.08
93410.43,-0.11
93414.89,-0.40
93419.35,-0.37
93423.81,-0.39
93428.27,0.03
93432.73,-0.21
93437.18,-0.04
93441.64,0.16
93446.10,-0.10
93450.56,-0.30
93455.02,0.19
93459.48,0.06
93463.94,0.26
93468.39,-0.09
93472.85,0.23
93477.31,0.30
93481.77,0.26
93486.23,0.10
93490.69,-0.05
93495.15,0.25
93499.60,-0.04
93504.06,0.01
93508.52,0.17
93512.98,0.26
93517.44,-0.02
93521.90,0.11
93526.36,0.20
93530.81,-0.14
93535.27,-0.04
93539.73,-0.04
93544.19,-0.06
93548.65,0.03
93553.11,0.02
93557.56,-0.05
93562.02,-0.03
93566.48,0.22
93570.94,-0.01
93575.40,0.25
93579.86,0.31
93584.32,-0.17
93588.77,0.20
93593.23,0.27
93597.69,0.03
93602.15,0.10
93606.61,-0.08
93611.07,0.31
93615.53,-0.05
93619.98,0.25
93624.44,0.33
93628.90,0.00
93633.36,-0.12
93637.82,0.10
93642.28,-0.01
93646.74,-0.15
93651.19,-0.06
93655.65,0.19
93660.11,0.29
93664.57,0.23
93669.03,0.02
93673.49,-0.08
93677.94,0.17
93682.40,-0.13
93686.86,-0.20
93691.32,0.00
93695.78,-0.69
93700.24,-0.66
93704.70,-0.81
93709.15,-0.98
93713.61,-1.03
93718.07,-0.95
93722.53,-1.10
93726.99,-1.08
93731.45,-0.71
93735.91,-0.63
93740.36,-0.85
93744.82,-0.90
93749.28,-1.02
93753.74,-0.81
93758.20,-0.58
93762.66,-0.93
93767.12,-0.67
93771.57,-0.80
93776.03,-0.59
93780.49,-0.50
93784.95,-0.38
93789.41,-0.31
93793.87,-0.32
93798.32,-0.24
93802.78,-0.52
93807.24,-1.22
93811.70,-1.11
93816.16,-1.53
93820.62,-1.04
93825.08,-0.37
93829.53,-0.53
93833.99,-0.68
93838.45,-1.22
93842.91,-1.19
93847.37,-0.95
93851.83,-0.76
93856.29,-0.83
93860.74,-0.72
93865.20,-0.41
93869.66,-0.56
93874.12,-0.71
93878.58,-0.48
93883.04,-0.61
93887.50,-0.75
93891.95,-0.94
93896.41,-1.44
93900.87,-1.19
93905.33,-1.41
93909.79,-1.66
93914.25,-1.81
93918.70,-1.89
93923.16,-1.67
93927.62,-1.37
93932.08,-0.52
93936.54,-0.32
93941.00,-0.37
93945.46,0.02
93949.91,-0.31
93954.37,-0.31
93958.83,0.34
93963.29,1.00
93967.75,1.31
93972.21,1.32
93976.67,0.92
93981.12,1.19
93985.58,1.12
93990.04,1.11
93994.50,1.13
93998.96,1.38
94003.42,1.39
94007.88,1.54
94012.33,2.14
94016.79,2.23
94021.25,2.67
94025.71,2.86
94030.17,2.81
94034.63,2.46
94039.08,2.79
94043.54,3.48
94048.00,3.66
94052.46,4.83
94056.92,5.61
94061.38,6.44
94065.84,6.79
94070.29,7.67
94074.75,8.39
94079.21,9.10
94083.67,10.35
94088.13,11.09
94092.59,12.13
94097.05,12.96
94101.50,13.81
94105.96,14.81
94110.42,15.98
94114.88,17.59
94119.34,18.60
94123.80,19.38
94128.26,20.73
94132.71,21.97
94137.17,23.01
94141.63,23.90
94146.09,24.91
94150.55,25.88
94155.01,26.20
94159.46,26.64
94163.92,27.24
94168.38,27.89
94172.84,28.41
94177.30,27.87
94181.76,27.66
94186.22,27.34
94190.67,26.33
94195.13,24.94
94199.59,24.09
94204.05,23.55
94208.51,22.70
94212.97,21.85
94217.43,21.70
94221.88,21.43
94226.34,20.97
94230.80,20.96
94235.26,21.38
94239.72,21.81
94244.18,21.93
94248.64,22.27
94253.09,22.81
94257.55,23.02
94262.01,22.64
94266.47,22.63
94270.93,22.63
94275.39,22.87
94279.84,22.54
94284.30,22.57
94288.76,22.18
94293.22,21.43
94297.68,21.00
94302.14,20.45
94306.60,19.57
94311.05,19.01
94315.51,18.41
94319.97,17.16
94324.43,16.32
94328.89,15.34
94333.35,15.18
94337.81,14.79
94342.26,14.39
94346.72,14.35
94351.18,13.94
94355.64,13.39
94360.10,13.10
94364.56,12.51
94369.02,12.42
94373.47,11.90
94377.93,11.57
94382.39,11.29
94386.85,11.10
94391.31,10.71
94395.77,10.56
94400.23,10.17
94404.68,9.82
94409.14,9.50
94413.60,8.96
94418.06,8.69
94422.52,8.41
94426.98,8.47
94431.43,8.16
94435.89,7.56
94440.35,7.42
94444.81,6.79
94449.27,6.77
94453.73,6.33
94458.19,5.87
94462.64,6.00
94467.10,5.86
94471.56,6.00
94476.02,5.79
94480.48,5.98
94484.94,5.84
94489.40,5.61
94493.85,5.67
94498.31,5.67
94502.77,5.94
94507.23,6.05
94511.69,6.32
94516.15,6.11
94520.61,6.20
94525.06,6.81
94529.52,6.54
94533.98,6.01
94538.44,5.03
94542.90,4.79
94547.36,4.20
94551.81,4.02
94556.27,4.07
94560.73,3.81
94565.19,3.86
94569.65,3.58
94574.11,3.46
94578.57,3.47
94583.02,3.54
94587.48,3.53
94591.94,3.58
94596.40,2.65
94600.86,2.05
94605.32,1.56
94609.78,1.59
94614.23,1.46
94618.69,1.33
94623.15,1.26
94627.61,1.52
94632.07,1.16
94636.53,1.16
94640.99,0.63
94645.44,0.79
94649.90,0.36
94654.36,-0.31
94658.82,-0.64
94663.28,-0.80
94667.74,-0.79
94672.19,-0.80
94676.65,-0.83
94681.11,-1.07
94685.57,-0.75
94690.03,-0.52
94694.49,0.03
94698.95,0.20
94703.40,0.27
94707.86,0.08
94712.32,0.54
94716.78,0.03
94721.24,0.02
94725.70,0.27
94730.16,0.28
94734.61,0.07
94739.07,-0.12
94743.53,-0.09
94747.99,0.15
94752.45,0.29
94756.91,-0.01
94761.37,0.06
94765.82,-0.48
94770.28,-0.94
94774.74,-0.40
94779.20,-0.06
94783.66,-0.23
94788.12,-0.31
94792.57,0.15
94797.03,0.10
94801.49,-0.12
94805.95,0.01
94810.41,-0.04
94814.87,0.48
94819.33,-0.04
94823.78,0.22
94828.24,0.28
94832.70,-0.04
94837.16,0.09
94841.62,-0.16
94846.08,-0.78
94850.54,-1.22
94854.99,-1.12
94859.45,-1.03
94863.91,-0.86
94868.37,-0.84
94872.83,-0.96
94877.29,-1.22
94881.75,-0.98
94886.20,-0.52
94890.66,-0.20
94895.12,0.11
94899.58,0.12
94904.04,0.31
94908.50,0.15
94912.95,0.26
94917.41,0.39
94921.87,0.09
94926.33,0.20
94930.79,0.15
94935.25,0.46
94939.71,0.48
94944.16,0.47
94948.62,0.41
94953.08,0.32
94957.54,0.57
94962.00,0.48
94966.46,-0.16
94970.92,-0.15
94975.37,0.25
94979.83,0.37
94984.29,-0.13
94988.75,0.06
94993.21,0.11
94997.67,-0.03
95002.13,0.05
95006.58,0.19
95011.04,0.45
95015.50,0.25
95019.96,-0.12
95024.42,-0.08
95028.88,0.04
95033.33,-0.11
95037.79,-0.32
95042.25,-0.23
95046.71,0.07
95051.17,-0.43
95055.63,0.02
95060.09,-0.41
95064.54,-0.70
95069.00,-1.20
95073.46,-0.90
95077.92,-0.87
95082.38,-1.03
95086.84,-0.75
95091.30,-0.64
95095.75,-0.27
95100.21,-0.36
95104.67,-0.40
95109.13,-0.47
95113.59,-0.36
95118.05,-0.56
95122.51,-0.17
95126.96,-0.39
95131.42,0.06
95135.88,0.08
95140.34,-0.39
95144.80,-0.44
95149.26,-0.75
95153.71,-0.95
95158.17,-0.89
95162.63,-0.51
95167.09,-0.84
95171.55,-0.72
95176.01,-0.37
95180.47,-0.70
95184.92,-0.63
95189.38,-0.09
95193.84,-0.11
95198.30,0.11
95202.76,0.58
95207.22,0.25
95211.68,0.12
95216.13,-0.44
95220.59,-0.72
95225.05,-0.67
95229.51,-0.58
95233.97,-0.60
95238.43,-0.27
95242.89,0.27
95247.34,0.48
95251.80,0.48
95256.26,0.18
95260.72,0.28
95265.18,-0.15
95269.64,0.24
95274.09,-0.04
95278.55,-0.03
95283.01,-0.02
95287.47,0.82
95291.93,0.98
95296.39,1.40
95300.85,0.93
95305.30,1.85
95309.76,1.57
95314.22,1.46
95318.68,1.89
95323.14,2.36
95327.60,2.27
95332.06,2.48
95336.51,2.66
95340.97,2.45
95345.43,2.97
95349.89,3.32
95354.35,3.40
95358.81,4.22
95363.27,5.12
95367.72,5.83
95372.18,6.11
95376.64,5.86
95381.10,6.44
95385.56,6.79
95390.02,6.82
95394.47,7.59
95398.93,7.74
95403.39,8.24
95407.85,8.44
95412.31,8.42
95416.77,9.13
95421.23,9.28
95425.68,9.26
95430.14,9.57
95434.60,9.31
95439.06,9.63
95443.52,9.54
95447.98,9.19
95452.44,9.44
95456.89,9.25
95461.35,9.53
95465.81,9.64
95470.27,9.61
95474.73,10.84
95479.19,11.50
95483.65,12.76
95488.10,13.74
95492.56,14.31
95497.02,15.35
95501.48,16.60
95505.94,17.40
95510.40,18.03
95514.85,19.52
95519.31,20.51
95523.77,22.50
95528.23,24.26
95532.69,26.66
95537.15,27.69
95541.61,28.76
95546.06,28.83
95550.52,29.04
95554.98,28.89
95559.44,28.15
95563.90,27.59
95568.36,26.55
95572.82,25.97
95577.27,25.44
95581.73,24.29
95586.19,23.04
95590.65,22.02
95595.11,20.97
95599.57,20.63
95604.03,19.96
95608.48,19.50
95612.94,18.10
95617.40,16.58
95621.86,15.93
95626.32,15.84
95630.78,15.61
95635.23,14.95
95639.69,14.80
95644.15,14.54
95648.61,14.63
95653.07,14.50
95657.53,14.53
95661.99,14.39
95666.44,14.76
95670.90,14.84
95675.36,14.83
95679.82,14.70
95684.28,15.57
95688.74,15.66
95693.20,16.35
95697.65,16.60
95702.11,17.52
95706.57,18.72
95711.03,19.49
95715.49,19.99
95719.95,20.36
95724.41,20.90
95728.86,21.41
95733.32,21.83
95737.78,22.24
95742.24,22.42
95746.70,21.78
95751.16,22.03
95755.61,21.96
95760.07,21.85
95764.53,21.96
95768.99,22.59
95773.45,23.01
95777.91,23.10
95782.37,23.16
95786.82,22.48
95791.28,20.11
95795.74,18.25
95800.20,16.89
95804.66,15.99
95809.12,14.97
95813.58,13.77
95818.03,12.66
95822.49,11.08
95826.95,10.12
95831.41,8.86
95835.87,7.86
95840.33,7.30
95844.79,6.71
95849.24,5.85
95853.70,4.53
95858.16,4.11
95862.62,3.98
95867.08,3.30
95871.54,2.74
95875.99,2.24
95880.45,1.97
95884.91,1.80
95889.37,1.58
95893.83,1.34
95898.29,0.86
95902.75,0.80
95907.20,0.53
95911.66,0.60
95916.12,-0.08
95920.58,-0.46
95925.04,-0.38
95929.50,-0.55
95933.96,0.05
95938.41,0.45
95942.87,0.93
95947.33,0.00
95951.79,-0.09
95956.25,-0.49
95960.71,-0.19
95965.17,0.14
95969.62,-0.13
95974.08,0.30
95978.54,0.27
95983.00,0.33
95987.46,0.00
95991.92,-0.10
95996.37,0.10
96000.83,0.05
96005.29,-0.02
96009.75,-0.22
96014.21,-0.19
96018.67,-0.15
96023.13,0.04
96027.58,0.24
96032.04,0.19
96036.50,-0.12
96040.96,-0.14
96045.42,-0.07
96049.88,-0.05
96054.34,-0.12
96058.79,0.24
96063.25,0.22
96067.71,-0.03
96072.17,-0.39
96076.63,-0.39
96081.09,0.12
96085.55,-0.23
96090.00,0.07
96094.46,-0.14
96098.92,-0.25
96103.38,-0.14
96107.84,-0.28
96112.30,0.03
96116.75,0.09
96121.21,0.01
96125.67,-0.18
96130.13,-0.27
96134.59,-0.26
96139.05,-0.23
96143.51,-0.15
96147.96,-0.27
96152.42,0.02
96156.88,0.17
96161.34,0.20
96165.80,0.09
96170.26,0.06
96174.72,-0.09
96179.17,-0.43
96183.63,-0.56
96188.09,-0.65
96192.55,0.10
96197.01,-0.03
96201.47,-0.06
96205.93,-0.15
96210.38,0.13
96214.84,-0.14
96219.30,0.10
96223.76,0.25
96228.22,-0.09
96232.68,0.18
96237.13,0.12
96241.59,0.24
96246.05,0.32
96250.51,-0.02
96254.97,0.40
96259.43,0.28
96263.89,-0.05
96268.34,0.04
96272.80,-0.06
96277.26,0.42
96281.72,0.10
96286.18,0.02
96290.64,-0.10
96295.10,-0.16
96299.55,-0.06
96304.01,0.19
96308.47,0.06
96312.93,-0.27
96317.39,-0.11
96321.85,0.09
96326.31,0.03
96330.76,-0.10
96335.22,-0.03
96339.68,0.05
96344.14,0.10
96348.60,0.74
96353.06,0.49
96357.51,0.53
96361.97,0.75
96366.43,0.72
96370.89,0.23
96375.35,-0.57
96379.81,-1.05
96384.27,-1.27
96388.72,-1.61
96393.18,-1.38
96397.64,-1.25
96402.10,-1.17
96406.56,-0.04
96411.02,0.45
96415.48,0.96
96419.93,0.58
96424.39,0.40
96428.85,0.01
96433.31,0.00
96437.77,0.39
96442.23,0.28
96446.69,0.57
96451.14,0.39
96455.60,0.70
96460.06,0.24
96464.52,0.72
96468.98,0.42
96473.44,0.58
96477.89,-0.02
96482.35,-0.55
96486.81,-0.88
96491.27,-0.74
96495.73,-0.66
96500.19,-0.92
96504.65,-0.66
96509.10,-0.96
96513.56,-0.98
96518.02,-0.86
96522.48,-0.57
96526.94,-1.04
96531.40,-1.03
96535.86,-0.99
96540.31,-0.71
96544.77,-1.14
96549.23,-1.05
96553.69,-1.12
96558.15,-1.00
96562.61,-0.92
96567.07,-0.24
96571.52,0.20
96575.98,0.32
96580.44,0.22
96584.90,-0.32
96589.36,-0.64
96593.82,-0.47
96598.27,0.10
96602.73,-0.22
96607.19,-0.15
96611.65,0.07
96616.11,0.00
96620.57,-0.46
96625.03,0.04
96629.48,-0.07
96633.94,0.30
96638.40,0.34
96642.86,0.41
96647.32,0.93
96651.78,1.45
96656.24,1.89
96660.69,2.21
96665.15,2.44
96669.61,2.77
96674.07,3.39
96678.53,4.12
96682.99,4.09
96687.45,4.98
96691.90,6.60
96696.36,7.50
96700.82,8.44
96705.28,9.62
96709.74,10.89
96714.20,12.08
96718.65,13.21
96723.11,15.08
96727.57,16.38
96732.03,18.65
96736.49,22.02
96740.95,24.07
96745.41,24.41
96749.86,24.24
96754.32,24.42
96758.78,25.56
96763.24,26.37
96767.70,27.11
96772.16,27.76
96776.62,28.54
96781.07,29.34
96785.53,29.95
96789.99,30.77
96794.45,30.36
96798.91,29.50
96803.37,27.90
96807.83,26.78
96812.28,25.72
96816.74,24.90
96821.20,23.56
96825.66,22.59
96830.12,21.38
96834.58,20.50
96839.03,18.90
96843.49,17.71
96847.95,17.15
96852.41,16.07
96856.87,15.70
96861.33,14.87
96865.79,14.17
96870.24,13.39
96874.70,12.94
96879.16,11.94
96883.62,11.91
96888.08,11.47
96892.54,10.71
96897.00,10.69
96901.45,10.17
96905.91,10.31
96910.37,10.01
96914.83,9.62
96919.29,9.53
96923.75,9.15
96928.21,8.79
96932.66,8.38
96937.12,8.06
96941.58,7.73
96946.04,7.25
96950.50,6.86
